vendor_id,per_plate_base,price_factor,is_veg_only,is_halal,total_items,item_prices,basic_package,standard_package,premium_package,min_order_guests,max_order_guests,tasting_available,home_delivery,home_delivery_min_plates,advance_order_days,cuisine_type,suitable_for_religions
V451,1200,1.28,False,False,25,"{""Soup"": 32, ""Fruit Cake"": 83, ""Chicken Roast"": 128, ""Mutton Biryani"": 192, ""Chicken Curry"": 102, ""Ice Cream"": 51, ""Paneer Tikka"": 51, ""Payasam"": 32, ""Appam"": 25, ""Mutton Curry"": 128, ""Roti"": 12, ""Fruit Salad"": 38, ""Soft Drinks"": 32, ""Chicken Biryani"": 153, ""Naan"": 19, ""Puttu"": 25, ""Halwa"": 25, ""Dal Tadka"": 44, ""Fish Curry"": 115, ""Pastry"": 64, ""Plum Cake"": 89, ""Prawn Fry"": 153, ""Beef Fry"": 140, ""Christmas Cake"": 76, ""Idiyappam"": 25}","{""items"": [""Roti"", ""Naan"", ""Appam"", ""Puttu"", ""Halwa"", ""Idiyappam"", ""Soup"", ""Payasam""], ""per_plate"": 1200, ""description"": ""Basic - 8 items""}","{""items"": [""Roti"", ""Naan"", ""Appam"", ""Puttu"", ""Halwa"", ""Idiyappam"", ""Soup"", ""Payasam"", ""Soft Drinks"", ""Fruit Salad"", ""Dal Tadka"", ""Ice Cream"", ""Paneer Tikka"", ""Pastry"", ""Christmas Cake"", ""Fruit Cake""], ""per_plate"": 1500, ""description"": ""Standard - 16 items""}","{""items"": [""Soup"", ""Fruit Cake"", ""Chicken Roast"", ""Mutton Biryani"", ""Chicken Curry"", ""Ice Cream"", ""Paneer Tikka"", ""Payasam"", ""Appam"", ""Mutton Curry"", ""Roti"", ""Fruit Salad"", ""Soft Drinks"", ""Chicken Biryani"", ""Naan"", ""Puttu"", ""Halwa"", ""Dal Tadka"", ""Fish Curry"", ""Pastry"", ""Plum Cake"", ""Prawn Fry"", ""Beef Fry"", ""Christmas Cake"", ""Idiyappam""], ""per_plate"": 1800, ""description"": ""Full spread - 25 items""}",20,1000,True,False,0,7,Multi-cuisine,all
V455,940,1.2,False,True,25,"{""Paneer Tikka"": 48, ""Sherbet"": 30, ""Gobi Manchurian"": 30, ""Raita"": 18, ""Soft Drinks"": 30, ""Pickle"": 6, ""Biryani"": 156, ""Fruit Salad"": 36, ""Haleem"": 108, ""Chicken Tikka"": 66, ""Pulao"": 60, ""Korma"": 120, ""Dal Tadka"": 42, ""Sheer Khurma"": 48, ""Salad"": 18, ""Chicken 65"": 72, ""Roti"": 12, ""Chicken Curry"": 96, ""Veg Biryani"": 96, ""Lassi"": 42, ""Veg Kurma"": 54, ""Nihari"": 132, ""Naan"": 18, ""Juice"": 36, ""Papad"": 6}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Raita"", ""Salad"", ""Naan"", ""Sherbet"", ""Gobi Manchurian""], ""per_plate"": 940, ""description"": ""Basic - 8 items""}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Raita"", ""Salad"", ""Naan"", ""Sherbet"", ""Gobi Manchurian"", ""Soft Drinks"", ""Fruit Salad"", ""Juice"", ""Dal Tadka"", ""Lassi"", ""Paneer Tikka"", ""Sheer Khurma"", ""Veg Kurma""], ""per_plate"": 1175, ""description"": ""Standard - 16 items""}","{""items"": [""Paneer Tikka"", ""Sherbet"", ""Gobi Manchurian"", ""Raita"", ""Soft Drinks"", ""Pickle"", ""Biryani"", ""Fruit Salad"", ""Haleem"", ""Chicken Tikka"", ""Pulao"", ""Korma"", ""Dal Tadka"", ""Sheer Khurma"", ""Salad"", ""Chicken 65"", ""Roti"", ""Chicken Curry"", ""Veg Biryani"", ""Lassi"", ""Veg Kurma"", ""Nihari"", ""Naan"", ""Juice"", ""Papad""], ""per_plate"": 1410, ""description"": ""Full spread - 25 items""}",20,1500,True,False,0,7,Halal,Muslim
V469,300,0.9,True,False,12,"{""Butter Naan"": 18, ""Dosa"": 22, ""Starter Veg"": 18, ""Baby Corn Fry"": 22, ""Dal Tadka"": 31, ""Cake"": 49, ""Dal Fry"": 31, ""Salad"": 13, ""Curd Rice"": 27, ""Fruit Salad"": 27, ""Rasam"": 9, ""Pesarattu"": 18}","{""items"": [""Rasam"", ""Salad"", ""Butter Naan"", ""Starter Veg"", ""Pesarattu"", ""Dosa""], ""per_plate"": 300, ""description"": ""Basic - 6 items""}","{""items"": [""Rasam"", ""Salad"", ""Butter Naan"", ""Starter Veg"", ""Pesarattu"", ""Dosa"", ""Baby Corn Fry"", ""Curd Rice"", ""Fruit Salad"", ""Dal Tadka""], ""per_plate"": 375, ""description"": ""Standard - 10 items""}","{""items"": [""Butter Naan"", ""Dosa"", ""Starter Veg"", ""Baby Corn Fry"", ""Dal Tadka"", ""Cake"", ""Dal Fry"", ""Salad"", ""Curd Rice"", ""Fruit Salad"", ""Rasam"", ""Pesarattu""], ""per_plate"": 450, ""description"": ""Full spread - 12 items""}",20,75,True,True,25,3,Pure Veg,Hindu
V504,570,1.01,False,False,18,"{""Paneer Tikka"": 40, ""Starter Veg"": 20, ""Halwa"": 20, ""Pickle"": 5, ""Chicken Curry"": 80, ""Pulao"": 50, ""Pastry"": 50, ""Naan"": 15, ""Soup"": 25, ""Kaju Curry"": 70, ""Sambar"": 15, ""Pakoda"": 15, ""Mutton Biryani"": 151, ""Lassi"": 35, ""Sweet Corn Soup"": 30, ""Gulab Jamun"": 30, ""Rasgulla"": 25, ""Paneer Butter Masala"": 60}","{""items"": [""Pickle"", ""Naan"", ""Sambar"", ""Pakoda"", ""Starter Veg"", ""Halwa""], ""per_plate"": 570, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Naan"", ""Sambar"", ""Pakoda"", ""Starter Veg"", ""Halwa"", ""Soup"", ""Rasgulla"", ""Sweet Corn Soup"", ""Gulab Jamun"", ""Lassi"", ""Paneer Tikka""], ""per_plate"": 712, ""description"": ""Standard - 12 items""}","{""items"": [""Paneer Tikka"", ""Starter Veg"", ""Halwa"", ""Pickle"", ""Chicken Curry"", ""Pulao"", ""Pastry"", ""Naan"", ""Soup"", ""Kaju Curry"", ""Sambar"", ""Pakoda"", ""Mutton Biryani"", ""Lassi"", ""Sweet Corn Soup"", ""Gulab Jamun"", ""Rasgulla"", ""Paneer Butter Masala""], ""per_plate"": 855, ""description"": ""Full spread - 18 items""}",20,200,True,False,0,7,Multi-cuisine,all
V527,530,1.06,False,False,18,"{""Chicken Biryani"": 127, ""Rasgulla"": 26, ""Veg Biryani"": 84, ""Pickle"": 5, ""Milkshake"": 42, ""Mutton Curry"": 106, ""Ice Cream"": 42, ""Gobi Manchurian"": 26, ""Idli"": 15, ""Soup"": 26, ""Papad"": 5, ""Mutton Biryani"": 159, ""Double Ka Meetha"": 37, ""Rasam"": 10, ""Salad"": 15, ""Gulab Jamun"": 31, ""Dal Fry"": 37, ""Juice"": 31}","{""items"": [""Pickle"", ""Papad"", ""Rasam"", ""Idli"", ""Salad"", ""Rasgulla""], ""per_plate"": 530, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Papad"", ""Rasam"", ""Idli"", ""Salad"", ""Rasgulla"", ""Gobi Manchurian"", ""Soup"", ""Gulab Jamun"", ""Juice"", ""Double Ka Meetha"", ""Dal Fry""], ""per_plate"": 662, ""description"": ""Standard - 12 items""}","{""items"": [""Chicken Biryani"", ""Rasgulla"", ""Veg Biryani"", ""Pickle"", ""Milkshake"", ""Mutton Curry"", ""Ice Cream"", ""Gobi Manchurian"", ""Idli"", ""Soup"", ""Papad"", ""Mutton Biryani"", ""Double Ka Meetha"", ""Rasam"", ""Salad"", ""Gulab Jamun"", ""Dal Fry"", ""Juice""], ""per_plate"": 795, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Multi-cuisine,all
V529,290,0.92,False,False,14,"{""Papad"": 5, ""Pesarattu"": 18, ""Starter NonVeg"": 41, ""Pickle"": 5, ""Spring Rolls"": 23, ""Double Ka Meetha"": 32, ""Upma"": 13, ""Fried Rice"": 55, ""Baby Corn Fry"": 23, ""Veg Kurma"": 41, ""Salad"": 13, ""Pakoda"": 13, ""Chicken Tikka"": 50, ""Chicken Biryani"": 110}","{""items"": [""Papad"", ""Pickle"", ""Upma"", ""Salad"", ""Pakoda"", ""Pesarattu""], ""per_plate"": 290, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Pickle"", ""Upma"", ""Salad"", ""Pakoda"", ""Pesarattu"", ""Spring Rolls"", ""Baby Corn Fry"", ""Double Ka Meetha"", ""Starter NonVeg""], ""per_plate"": 362, ""description"": ""Standard - 10 items""}","{""items"": [""Papad"", ""Pesarattu"", ""Starter NonVeg"", ""Pickle"", ""Spring Rolls"", ""Double Ka Meetha"", ""Upma"", ""Fried Rice"", ""Baby Corn Fry"", ""Veg Kurma"", ""Salad"", ""Pakoda"", ""Chicken Tikka"", ""Chicken Biryani""], ""per_plate"": 435, ""description"": ""Full spread - 14 items""}",20,50,False,True,30,3,Multi-cuisine,all
V532,490,1.17,False,False,20,"{""Pastry"": 58, ""Fried Rice"": 70, ""Gobi Manchurian"": 29, ""Idli"": 17, ""Baby Corn Fry"": 29, ""Lassi"": 40, ""Sweet Corn Soup"": 35, ""Juice"": 35, ""Pakoda"": 17, ""Pesarattu"": 23, ""Vada"": 17, ""Soft Drinks"": 29, ""Dosa"": 29, ""Double Ka Meetha"": 40, ""Curd Rice"": 35, ""Naan"": 17, ""Cutlet"": 23, ""Veg Kurma"": 52, ""Chicken Tikka"": 64, ""Starter NonVeg"": 52}","{""items"": [""Idli"", ""Pakoda"", ""Vada"", ""Naan"", ""Pesarattu"", ""Cutlet""], ""per_plate"": 490, ""description"": ""Basic - 6 items""}","{""items"": [""Idli"", ""Pakoda"", ""Vada"", ""Naan"", ""Pesarattu"", ""Cutlet"", ""Gobi Manchurian"", ""Baby Corn Fry"", ""Soft Drinks"", ""Dosa"", ""Sweet Corn Soup"", ""Juice"", ""Curd Rice""], ""per_plate"": 612, ""description"": ""Standard - 13 items""}","{""items"": [""Pastry"", ""Fried Rice"", ""Gobi Manchurian"", ""Idli"", ""Baby Corn Fry"", ""Lassi"", ""Sweet Corn Soup"", ""Juice"", ""Pakoda"", ""Pesarattu"", ""Vada"", ""Soft Drinks"", ""Dosa"", ""Double Ka Meetha"", ""Curd Rice"", ""Naan"", ""Cutlet"", ""Veg Kurma"", ""Chicken Tikka"", ""Starter NonVeg""], ""per_plate"": 735, ""description"": ""Full spread - 20 items""}",20,800,True,False,0,7,Multi-cuisine,all
V536,1200,1.41,False,False,25,"{""Paneer Tikka"": 56, ""Spring Rolls"": 35, ""Pesarattu"": 28, ""Fried Rice"": 84, ""Dosa"": 35, ""Idli"": 21, ""Curd Rice"": 42, ""Gulab Jamun"": 42, ""Pulao"": 70, ""Brownie"": 63, ""Rasam"": 14, ""Pakoda"": 21, ""Mutton Biryani"": 211, ""Papad"": 7, ""Naan"": 21, ""Pickle"": 7, ""Veg Kurma"": 63, ""Mutton Curry"": 141, ""Soft Drinks"": 35, ""Kaju Curry"": 98, ""Roti"": 14, ""Dal Tadka"": 49, ""Cutlet"": 28, ""Paneer Butter Masala"": 84, ""Cake"": 77}","{""items"": [""Papad"", ""Pickle"", ""Rasam"", ""Roti"", ""Idli"", ""Pakoda"", ""Naan"", ""Pesarattu""], ""per_plate"": 1200, ""description"": ""Basic - 8 items""}","{""items"": [""Papad"", ""Pickle"", ""Rasam"", ""Roti"", ""Idli"", ""Pakoda"", ""Naan"", ""Pesarattu"", ""Cutlet"", ""Spring Rolls"", ""Dosa"", ""Soft Drinks"", ""Curd Rice"", ""Gulab Jamun"", ""Dal Tadka"", ""Paneer Tikka""], ""per_plate"": 1500, ""description"": ""Standard - 16 items""}","{""items"": [""Paneer Tikka"", ""Spring Rolls"", ""Pesarattu"", ""Fried Rice"", ""Dosa"", ""Idli"", ""Curd Rice"", ""Gulab Jamun"", ""Pulao"", ""Brownie"", ""Rasam"", ""Pakoda"", ""Mutton Biryani"", ""Papad"", ""Naan"", ""Pickle"", ""Veg Kurma"", ""Mutton Curry"", ""Soft Drinks"", ""Kaju Curry"", ""Roti"", ""Dal Tadka"", ""Cutlet"", ""Paneer Butter Masala"", ""Cake""], ""per_plate"": 1800, ""description"": ""Full spread - 25 items""}",20,2000,True,False,0,7,Multi-cuisine,all
V553,190,0.87,False,True,12,"{""Dal Tadka"": 30, ""Mutton Kebab"": 69, ""Naan"": 13, ""Gulab Jamun"": 26, ""Salad"": 13, ""Phirni"": 30, ""Sheer Khurma"": 34, ""Biryani"": 113, ""Soft Drinks"": 21, ""Mutton Soup"": 34, ""Pickle"": 5, ""Haleem"": 78}","{""items"": [""Pickle"", ""Naan"", ""Salad"", ""Soft Drinks"", ""Gulab Jamun"", ""Dal Tadka""], ""per_plate"": 190, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Naan"", ""Salad"", ""Soft Drinks"", ""Gulab Jamun"", ""Dal Tadka"", ""Phirni"", ""Sheer Khurma"", ""Mutton Soup"", ""Mutton Kebab""], ""per_plate"": 237, ""description"": ""Standard - 10 items""}","{""items"": [""Dal Tadka"", ""Mutton Kebab"", ""Naan"", ""Gulab Jamun"", ""Salad"", ""Phirni"", ""Sheer Khurma"", ""Biryani"", ""Soft Drinks"", ""Mutton Soup"", ""Pickle"", ""Haleem""], ""per_plate"": 285, ""description"": ""Full spread - 12 items""}",20,150,False,False,0,3,Halal,Muslim
V561,490,1.16,True,False,18,"{""Soft Drinks"": 28, ""Fruit Salad"": 34, ""Gulab Jamun"": 34, ""Pakoda"": 17, ""Upma"": 17, ""Cutlet"": 23, ""Paneer Butter Masala"": 69, ""Kesari"": 23, ""Brownie"": 52, ""Baby Corn Fry"": 28, ""Soup"": 28, ""Gobi Manchurian"": 28, ""Dosa"": 28, ""Juice"": 34, ""Pickle"": 5, ""Idli"": 17, ""Ice Cream"": 46, ""Roti"": 11}","{""items"": [""Pickle"", ""Roti"", ""Pakoda"", ""Upma"", ""Idli"", ""Cutlet""], ""per_plate"": 490, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Roti"", ""Pakoda"", ""Upma"", ""Idli"", ""Cutlet"", ""Kesari"", ""Soft Drinks"", ""Baby Corn Fry"", ""Soup"", ""Gobi Manchurian"", ""Dosa""], ""per_plate"": 612, ""description"": ""Standard - 12 items""}","{""items"": [""Soft Drinks"", ""Fruit Salad"", ""Gulab Jamun"", ""Pakoda"", ""Upma"", ""Cutlet"", ""Paneer Butter Masala"", ""Kesari"", ""Brownie"", ""Baby Corn Fry"", ""Soup"", ""Gobi Manchurian"", ""Dosa"", ""Juice"", ""Pickle"", ""Idli"", ""Ice Cream"", ""Roti""], ""per_plate"": 735, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Pure Veg,Hindu
V567,1200,1.31,False,True,25,"{""Dal Tadka"": 45, ""Sheer Khurma"": 52, ""Raita"": 19, ""Pickle"": 6, ""Pulao"": 65, ""Seviyan"": 39, ""Nihari"": 144, ""Roti"": 13, ""Papad"": 6, ""Mutton Curry"": 131, ""Mutton Kebab"": 104, ""Gobi Manchurian"": 32, ""Paratha"": 26, ""Soft Drinks"": 32, ""Gulab Jamun"": 39, ""Badam Kheer"": 65, ""Sherbet"": 32, ""Chicken Curry"": 104, ""Chicken Tikka"": 72, ""Biryani"": 170, ""Korma"": 131, ""Mutton Soup"": 52, ""Mutton Biryani"": 196, ""Salad"": 19, ""Shaami Kebab"": 78}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Raita"", ""Salad"", ""Paratha"", ""Gobi Manchurian"", ""Soft Drinks""], ""per_plate"": 1200, ""description"": ""Basic - 8 items""}","{""items"": [""Pickle"", ""Papad"", ""Roti"", ""Raita"", ""Salad"", ""Paratha"", ""Gobi Manchurian"", ""Soft Drinks"", ""Sherbet"", ""Seviyan"", ""Gulab Jamun"", ""Dal Tadka"", ""Sheer Khurma"", ""Mutton Soup"", ""Pulao"", ""Badam Kheer""], ""per_plate"": 1500, ""description"": ""Standard - 16 items""}","{""items"": [""Dal Tadka"", ""Sheer Khurma"", ""Raita"", ""Pickle"", ""Pulao"", ""Seviyan"", ""Nihari"", ""Roti"", ""Papad"", ""Mutton Curry"", ""Mutton Kebab"", ""Gobi Manchurian"", ""Paratha"", ""Soft Drinks"", ""Gulab Jamun"", ""Badam Kheer"", ""Sherbet"", ""Chicken Curry"", ""Chicken Tikka"", ""Biryani"", ""Korma"", ""Mutton Soup"", ""Mutton Biryani"", ""Salad"", ""Shaami Kebab""], ""per_plate"": 1800, ""description"": ""Full spread - 25 items""}",20,2000,True,False,0,7,Halal,Muslim
V583,860,1.45,True,False,25,"{""Payasam"": 36, ""Paneer Butter Masala"": 87, ""Upma"": 21, ""Sambar"": 21, ""Curd Rice"": 43, ""Fruit Salad"": 43, ""Pakoda"": 21, ""Soup"": 36, ""Sweet Corn Soup"": 43, ""Naan"": 21, ""Salad"": 21, ""Kaju Curry"": 101, ""Gulab Jamun"": 43, ""Roti"": 14, ""Pesarattu"": 29, ""Cutlet"": 29, ""Pastry"": 72, ""Kesari"": 29, ""Starter Veg"": 29, ""Milkshake"": 58, ""Pulao"": 72, ""Halwa"": 29, ""Dal Fry"": 50, ""Lassi"": 50, ""Juice"": 43}","{""items"": [""Roti"", ""Upma"", ""Sambar"", ""Pakoda"", ""Naan"", ""Salad"", ""Pesarattu"", ""Cutlet""], ""per_plate"": 860, ""description"": ""Basic - 8 items""}","{""items"": [""Roti"", ""Upma"", ""Sambar"", ""Pakoda"", ""Naan"", ""Salad"", ""Pesarattu"", ""Cutlet"", ""Kesari"", ""Starter Veg"", ""Halwa"", ""Payasam"", ""Soup"", ""Curd Rice"", ""Fruit Salad"", ""Sweet Corn Soup""], ""per_plate"": 1075, ""description"": ""Standard - 16 items""}","{""items"": [""Payasam"", ""Paneer Butter Masala"", ""Upma"", ""Sambar"", ""Curd Rice"", ""Fruit Salad"", ""Pakoda"", ""Soup"", ""Sweet Corn Soup"", ""Naan"", ""Salad"", ""Kaju Curry"", ""Gulab Jamun"", ""Roti"", ""Pesarattu"", ""Cutlet"", ""Pastry"", ""Kesari"", ""Starter Veg"", ""Milkshake"", ""Pulao"", ""Halwa"", ""Dal Fry"", ""Lassi"", ""Juice""], ""per_plate"": 1290, ""description"": ""Full spread - 25 items""}",20,1000,True,False,0,7,Pure Veg,Hindu
V586,460,1.03,True,False,18,"{""Fruit Salad"": 30, ""Papad"": 5, ""Ice Cream"": 41, ""Paneer Butter Masala"": 61, ""Dal Fry"": 36, ""Sweet Corn Soup"": 30, ""Pesarattu"": 20, ""Paneer Tikka"": 41, ""Cake"": 56, ""Idli"": 15, ""Juice"": 30, ""Veg Biryani"": 82, ""Baby Corn Fry"": 25, ""Roti"": 10, ""Pakoda"": 15, ""Naan"": 15, ""Curd Rice"": 30, ""Brownie"": 46}","{""items"": [""Papad"", ""Roti"", ""Idli"", ""Pakoda"", ""Naan"", ""Pesarattu""], ""per_plate"": 460, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Roti"", ""Idli"", ""Pakoda"", ""Naan"", ""Pesarattu"", ""Baby Corn Fry"", ""Fruit Salad"", ""Sweet Corn Soup"", ""Juice"", ""Curd Rice"", ""Dal Fry""], ""per_plate"": 575, ""description"": ""Standard - 12 items""}","{""items"": [""Fruit Salad"", ""Papad"", ""Ice Cream"", ""Paneer Butter Masala"", ""Dal Fry"", ""Sweet Corn Soup"", ""Pesarattu"", ""Paneer Tikka"", ""Cake"", ""Idli"", ""Juice"", ""Veg Biryani"", ""Baby Corn Fry"", ""Roti"", ""Pakoda"", ""Naan"", ""Curd Rice"", ""Brownie""], ""per_plate"": 690, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Pure Veg,Hindu
V589,340,1.08,False,False,20,"{""Gobi Manchurian"": 27, ""Rasgulla"": 27, ""Pesarattu"": 21, ""Curd Rice"": 32, ""Pulao"": 54, ""Sweet Corn Soup"": 32, ""Sambar"": 16, ""Papad"": 5, ""Butter Naan"": 21, ""Tomato Soup"": 27, ""Fried Rice"": 64, ""Soup"": 27, ""Idli"": 16, ""Dal Tadka"": 37, ""Rasam"": 10, ""Spring Rolls"": 27, ""Vada"": 16, ""Kaju Curry"": 75, ""Chicken Tikka"": 59, ""Starter NonVeg"": 48}","{""items"": [""Papad"", ""Rasam"", ""Sambar"", ""Idli"", ""Vada"", ""Pesarattu""], ""per_plate"": 340, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Rasam"", ""Sambar"", ""Idli"", ""Vada"", ""Pesarattu"", ""Butter Naan"", ""Gobi Manchurian"", ""Rasgulla"", ""Tomato Soup"", ""Soup"", ""Spring Rolls"", ""Curd Rice""], ""per_plate"": 425, ""description"": ""Standard - 13 items""}","{""items"": [""Gobi Manchurian"", ""Rasgulla"", ""Pesarattu"", ""Curd Rice"", ""Pulao"", ""Sweet Corn Soup"", ""Sambar"", ""Papad"", ""Butter Naan"", ""Tomato Soup"", ""Fried Rice"", ""Soup"", ""Idli"", ""Dal Tadka"", ""Rasam"", ""Spring Rolls"", ""Vada"", ""Kaju Curry"", ""Chicken Tikka"", ""Starter NonVeg""], ""per_plate"": 510, ""description"": ""Full spread - 20 items""}",20,200,True,False,0,7,Multi-cuisine,all
V591,300,1.19,True,False,18,"{""Butter Naan"": 23, ""Gobi Manchurian"": 29, ""Payasam"": 29, ""Spring Rolls"": 29, ""Roti"": 11, ""Idli"": 17, ""Naan"": 17, ""Kaju Curry"": 83, ""Juice"": 35, ""Pakoda"": 17, ""Starter Veg"": 23, ""Baby Corn Fry"": 29, ""Curd Rice"": 35, ""Cutlet"": 23, ""Dal Fry"": 41, ""Vada"": 17, ""Paneer Tikka"": 47, ""Fruit Salad"": 35}","{""items"": [""Roti"", ""Idli"", ""Naan"", ""Pakoda"", ""Vada"", ""Butter Naan""], ""per_plate"": 300, ""description"": ""Basic - 6 items""}","{""items"": [""Roti"", ""Idli"", ""Naan"", ""Pakoda"", ""Vada"", ""Butter Naan"", ""Starter Veg"", ""Cutlet"", ""Gobi Manchurian"", ""Payasam"", ""Spring Rolls"", ""Baby Corn Fry""], ""per_plate"": 375, ""description"": ""Standard - 12 items""}","{""items"": [""Butter Naan"", ""Gobi Manchurian"", ""Payasam"", ""Spring Rolls"", ""Roti"", ""Idli"", ""Naan"", ""Kaju Curry"", ""Juice"", ""Pakoda"", ""Starter Veg"", ""Baby Corn Fry"", ""Curd Rice"", ""Cutlet"", ""Dal Fry"", ""Vada"", ""Paneer Tikka"", ""Fruit Salad""], ""per_plate"": 450, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Pure Veg,Hindu
V596,410,1.01,True,False,18,"{""Cutlet"": 20, ""Kaju Curry"": 70, ""Pickle"": 5, ""Vada"": 15, ""Roti"": 10, ""Lassi"": 35, ""Salad"": 15, ""Brownie"": 45, ""Paneer Tikka"": 40, ""Juice"": 30, ""Pesarattu"": 20, ""Soft Drinks"": 25, ""Naan"": 15, ""Rasgulla"": 25, ""Milkshake"": 40, ""Sweet Corn Soup"": 30, ""Halwa"": 20, ""Spring Rolls"": 25}","{""items"": [""Pickle"", ""Roti"", ""Vada"", ""Salad"", ""Naan"", ""Cutlet""], ""per_plate"": 410, ""description"": ""Basic - 6 items""}","{""items"": [""Pickle"", ""Roti"", ""Vada"", ""Salad"", ""Naan"", ""Cutlet"", ""Pesarattu"", ""Halwa"", ""Soft Drinks"", ""Rasgulla"", ""Spring Rolls"", ""Juice""], ""per_plate"": 512, ""description"": ""Standard - 12 items""}","{""items"": [""Cutlet"", ""Kaju Curry"", ""Pickle"", ""Vada"", ""Roti"", ""Lassi"", ""Salad"", ""Brownie"", ""Paneer Tikka"", ""Juice"", ""Pesarattu"", ""Soft Drinks"", ""Naan"", ""Rasgulla"", ""Milkshake"", ""Sweet Corn Soup"", ""Halwa"", ""Spring Rolls""], ""per_plate"": 615, ""description"": ""Full spread - 18 items""}",20,800,True,False,0,7,Pure Veg,Hindu
V599,300,0.9,False,False,14,"{""Ice Cream"": 36, ""Dal Fry"": 31, ""Payasam"": 22, ""Dosa"": 22, ""Gulab Jamun"": 27, ""Spring Rolls"": 22, ""Halwa"": 18, ""Pulao"": 45, ""Vada"": 13, ""Fried Rice"": 54, ""Fruit Salad"": 27, ""Sambar"": 13, ""Chicken Tikka"": 49, ""Starter NonVeg"": 40}","{""items"": [""Vada"", ""Sambar"", ""Halwa"", ""Payasam"", ""Dosa"", ""Spring Rolls""], ""per_plate"": 300, ""description"": ""Basic - 6 items""}","{""items"": [""Vada"", ""Sambar"", ""Halwa"", ""Payasam"", ""Dosa"", ""Spring Rolls"", ""Gulab Jamun"", ""Fruit Salad"", ""Dal Fry"", ""Ice Cream""], ""per_plate"": 375, ""description"": ""Standard - 10 items""}","{""items"": [""Ice Cream"", ""Dal Fry"", ""Payasam"", ""Dosa"", ""Gulab Jamun"", ""Spring Rolls"", ""Halwa"", ""Pulao"", ""Vada"", ""Fried Rice"", ""Fruit Salad"", ""Sambar"", ""Chicken Tikka"", ""Starter NonVeg""], ""per_plate"": 450, ""description"": ""Full spread - 14 items""}",20,100,True,False,0,3,Multi-cuisine,all
V600,550,1.15,False,False,18,"{""Roti"": 11, ""Rasgulla"": 28, ""Papad"": 5, ""Baby Corn Fry"": 28, ""Butter Naan"": 23, ""Lassi"": 40, ""Tomato Soup"": 28, ""Pulao"": 57, ""Idli"": 17, ""Spring Rolls"": 28, ""Chicken Biryani"": 138, ""Pickle"": 5, ""Brownie"": 51, ""Mutton Biryani"": 172, ""Fried Rice"": 69, ""Gobi Manchurian"": 28, ""Double Ka Meetha"": 40, ""Sweet Corn Soup"": 34}","{""items"": [""Papad"", ""Pickle"", ""Roti"", ""Idli"", ""Butter Naan"", ""Rasgulla""], ""per_plate"": 550, ""description"": ""Basic - 6 items""}","{""items"": [""Papad"", ""Pickle"", ""Roti"", ""Idli"", ""Butter Naan"", ""Rasgulla"", ""Baby Corn Fry"", ""Tomato Soup"", ""Spring Rolls"", ""Gobi Manchurian"", ""Sweet Corn Soup"", ""Lassi""], ""per_plate"": 687, ""description"": ""Standard - 12 items""}","{""items"": [""Roti"", ""Rasgulla"", ""Papad"", ""Baby Corn Fry"", ""Butter Naan"", ""Lassi"", ""Tomato Soup"", ""Pulao"", ""Idli"", ""Spring Rolls"", ""Chicken Biryani"", ""Pickle"", ""Brownie"", ""Mutton Biryani"", ""Fried Rice"", ""Gobi Manchurian"", ""Double Ka Meetha"", ""Sweet Corn Soup""], ""per_plate"": 825, ""description"": ""Full spread - 18 items""}",20,300,True,False,0,7,Multi-cuisine,all
